name,description,main_image_url,additional_images_list,all_pdf_ies_links_list,applications_html,product_brochure_pdf_url,spec_or_ies_file_url_0,spec_or_ies_file_url_1,spec_or_ies_file_url_2,spec_or_ies_file_url_3,spec_or_ies_file_url_4,spec_or_ies_file_url_5,spec_or_ies_file_url_6,spec_or_ies_file_url_7,spec_or_ies_file_url_8,spec_or_ies_file_url_9,spec_or_ies_file_url_10,spec_or_ies_file_url_11,spec_or_ies_file_url_12,spec_or_ies_file_url_13,additional_image_url_0,additional_image_url_1,additional_image_url_2,additional_image_url_3
LED eSTRIP,"<p>LED eSTRIP (eSTRIP) and New High Power eStrip with twice the lumen output of our regular eSTRIP is an indoor / outdoor flexible light strip that is an economical alternative to neon. Made with ultra bright 3014 type LEDs encased in a durable PVC flexible extrusion, eSTRIP provides clean neon look at a fraction of the price and 1/10th the energy consumption. eSTRIP is field cuttable making it very simple to install. A variety of mounting accessories and power supplies further enhance ease of installation. Safe 24V DC operation and low energy consumption make eSTRIP a very practical product. <br><br>NOW available RGB eSTRIP utilizing RGB LEDs allowing you to produce dramatic colour change effects for building outlines, architectural features or anywhere eye catching colour change display lighting is needed. Call us today for a demo of this remarkable new product.</p>",https://www.nslusa.com/upload/636644949210304585.png,"#/upload/636577154545435071.jpg,#/upload/636577154650337898.jpg,#/upload/636577154767257485.jpg,#/upload/636577154876999602.jpg","/upload/636677145117637278.IES/LED%20eStrip%20.ies,/upload/636677145553140466.IES/LED%20eStrip%20.ies,/upload/636677146334527465.IES/LED%20eStrip%20High%20Power.ies,/upload/636677146097476833.IES/LED%20sStrip%20High%20Power.ies,/upload/636577159705018167.pdf/LES-010-X,/upload/636577158747365295.pdf/LES-XX-CW,/upload/636577159938952716.pdf/LES-XX-RGB,/upload/636577159447897460.pdf/LES-XX-WW,/upload/636577160239358398.pdf/LESHP-XX-CW,/upload/636577160479652776.pdf/LESHP-XX-WW,/upload/636577162978175706.pdf/LED%20eStrip%20Install%20Instructions,/upload/636577163123663316.pdf/LED%20RGB%20eStrip%20Install%20Instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Aisle Lighting</li>
                    <li>Back Lighting</li>
                    <li>Building Outlines</li>
                    <li>Building Facades</li>
                    <li>Cabinet Lighting</li>
                    <li>Cove Lighting</li>
                    <li>Deck &amp; Patio Lighting</li>
                    <li>Effect Lighting</li>
                    <li>Landscape Lighting</li>
                    <li>Linear Decorative Lighting</li>
                    <li>Pathway Lighting</li>
                    <li>Stairway Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645111519162866.pdf/LED%20eSTRIP%20Brochure,https://www.nslusa.com/upload/636677145117637278.IES/LED%20eStrip%20.ies,https://www.nslusa.com/upload/636677145553140466.IES/LED%20eStrip%20.ies,https://www.nslusa.com/upload/636677146334527465.IES/LED%20eStrip%20High%20Power.ies,https://www.nslusa.com/upload/636677146097476833.IES/LED%20sStrip%20High%20Power.ies,https://www.nslusa.com/upload/636577159705018167.pdf/LES-010-X,https://www.nslusa.com/upload/636577158747365295.pdf/LES-XX-CW,https://www.nslusa.com/upload/636577159938952716.pdf/LES-XX-RGB,https://www.nslusa.com/upload/636577159447897460.pdf/LES-XX-WW,https://www.nslusa.com/upload/636577160239358398.pdf/LESHP-XX-CW,https://www.nslusa.com/upload/636577160479652776.pdf/LESHP-XX-WW,https://www.nslusa.com/upload/636577162978175706.pdf/LED%20eStrip%20Install%20Instructions,https://www.nslusa.com/upload/636577163123663316.pdf/LED%20RGB%20eStrip%20Install%20Instructions,,,https://www.nslusa.com/upload/636577154545435071.jpg,https://www.nslusa.com/upload/636577154650337898.jpg,https://www.nslusa.com/upload/636577154767257485.jpg,https://www.nslusa.com/upload/636577154876999602.jpg
Xenon Task Light  ,"<p>Xenon Task Light (XTL) is the perfect affordable solution for under cabinet, counter and shelf lighting. XTL utilizes an 18 watt xenon lamp that provides a better quality light (Colour Rendering Index = 100 and colour temperature of 2750 Kelvin). Xenon bulbs burn significantly cooler and have four times the lamp life (10,000 hours) and are half the cost of halogen.</p>",https://www.nslusa.com/upload/636644997257736697.png,"#/upload/636578889300729503.jpg,#/upload/636578889330742012.jpg,#/upload/636578889357843432.jpg,#/upload/636578889382690924.jpg,#/upload/636644998131350753.png","/upload/636578891363224346.IES/XENON%20TASK%20LIGHT%203%20BULB.ies,/upload/636578892993244579.pdf/Xenon%20Task%20Light,/upload/636578894818017239.pdf/Eliminating%20Light%20Leaks,/upload/636578894363990817.pdf/Install%20Instructions%20-%20Hardwire,/upload/636578894692192004.pdf/Install%20Instructions%20-%20Power%20Cord","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Cabinet Lighting</li>
                    <li>Museum Lighting</li>
                    <li>Showcase Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645125456984742.pdf/Xenon%20Task%20Light%20%20%20Brochure,https://www.nslusa.com/upload/636578891363224346.IES/XENON%20TASK%20LIGHT%203%20BULB.ies,https://www.nslusa.com/upload/636578892993244579.pdf/Xenon%20Task%20Light,https://www.nslusa.com/upload/636578894818017239.pdf/Eliminating%20Light%20Leaks,https://www.nslusa.com/upload/636578894363990817.pdf/Install%20Instructions%20-%20Hardwire,https://www.nslusa.com/upload/636578894692192004.pdf/Install%20Instructions%20-%20Power%20Cord,,,,,,,,,,https://www.nslusa.com/upload/636578889300729503.jpg,https://www.nslusa.com/upload/636578889330742012.jpg,https://www.nslusa.com/upload/636578889357843432.jpg,https://www.nslusa.com/upload/636578889382690924.jpg
LED Mini Star II,"<p>LED Mini Star II is a powerful yet compact LED surface mount fixture designed for use in a wide variety of indoor applications. LED Mini Star II contains a replaceable 3.26W LED module made with 6 LG5630 LEDs and is fully dimmable with our dimmable LED power supplies. The fixture delivers more light than a typical 18W Xenon fixture and provides energy savings of more than 80%. The colour temperature of 3000K provides warm, even light. The sleek profile makes the Mini Star II virtually invisible in most applications.<br><br>Specifications:<br>Power Consumption          3.26 Watts<br>Lumen Output                    137 Lumens<br>Lumen Maintenance          40,000 Hours<br>CRI                                    &gt;83</p>",https://www.nslusa.com/upload/636644999513869217.png,"#/upload/636578001506524158.jpg,#/upload/636578001599366197.jpg,#/upload/636578001833770838.jpg,#/upload/636578001855638869.jpg","/upload/636578002302072223.IES/LEDMS-II-XX.ies,/upload/636578003059920352.pdf/LEDMS-II-XX,/upload/636578004420711914.pdf/Install%20Instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Cabinet Lighting</li>
                    <li>Museum Lighting</li>
                    <li>Showcase Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636668283675364203.pdf/LED%20Mini%20Star%20II%20Brochure,https://www.nslusa.com/upload/636578002302072223.IES/LEDMS-II-XX.ies,https://www.nslusa.com/upload/636578003059920352.pdf/LEDMS-II-XX,https://www.nslusa.com/upload/636578004420711914.pdf/Install%20Instructions,,,,,,,,,,,,https://www.nslusa.com/upload/636578001506524158.jpg,https://www.nslusa.com/upload/636578001599366197.jpg,https://www.nslusa.com/upload/636578001833770838.jpg,https://www.nslusa.com/upload/636578001855638869.jpg
LED LP Puck Light,"<p>LED LP Puck Lights save up to 87% in running costs compared to 20 watt xenon or halogen puck lights. Use in cabinets,display cases, retail environments, cubbies, entertainment centers, back bar areas, wine rooms, china cabinets, built-in shelving and anywhere a low-profile economical puck light is required.<br><br>Specifications:<br>Power Consumption         2.9 Watts<br>Lumen Output                  122 Lumens<br>Lumen Maintenance        30,000 Hours<br>CRI                                   &gt;80<br>Available in WHITE only</p>",https://www.nslusa.com/upload/636644998898828925.png,#/upload/636578048550607273.jpg,"/upload/636578049156132186.IES/LP-X-YY.ies,/upload/636578049911232462.pdf/LP-XX-YY,/upload/636578052333473409.pdf/Install%20Instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Cabinet Lighting</li>
                    <li>Museum Lighting</li>
                    <li>Showcase Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645125822481624.pdf/LED%20LP%20Puck%20Light%20Brochure,https://www.nslusa.com/upload/636578049156132186.IES/LP-X-YY.ies,https://www.nslusa.com/upload/636578049911232462.pdf/LP-XX-YY,https://www.nslusa.com/upload/636578052333473409.pdf/Install%20Instructions,,,,,,,,,,,,https://www.nslusa.com/upload/636578048550607273.jpg,,,
LED Mini Disc / Mini Disc Scoop Light,"<p>LED Mini Disc Light is a compact yet powerful LED light fixture suitable for hundreds of applications. Available in durable cast aluminum or stainless steel, this robust fixture is suitable for in-ground, ceiling or wall applications – both indoor and outdoor. LED Mini Disc Light makes LED marker lighting affordable for any budget! NEW SQUARE COVERS COMING SOON!<br><br>Specifications:<br>Power Consumption           0.24 Watts<br>Lumen Output                     2.5 Lumens Warm White LED<br>                                            2.9 Lumens White LED<br>Lumen Maintenance           40,000 Hours<br>CRI                                      &gt;70<br><br>NOTE: It is not recommended to install Mini Disc Lights/Scoop in harsh environments (such as limestone, salted areas, coastal environments, etc.) to avoid the risk of corrosion to the body of the fixture.</p>",https://www.nslusa.com/upload/636692685092501222.jpg,"#/upload/636578092793980359.jpg,#/upload/636578092889155864.jpg,#/upload/636578092994224541.jpg,#/upload/636578093080624376.jpg","/upload/636578093825939368.IES/LEDMD-S-WH-YY.ies,/upload/636578093508608995.IES/LEDMD-WH-YY.ies,/upload/636578095554660143.pdf/LEDMD-XX-YY,/upload/636578095973462276.pdf/LEDMDS-XX-YY,/upload/636692696706086562.pdf/LEDMD-CF,/upload/636692695473222621.pdf/LEDMD-instructions,/upload/636692694190601935.pdf/LEDMDS-instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Aisle Lighting</li>
                    <li>Deck &amp; Patio Lighting</li>
                    <li>Landscape Lighting</li>
                    <li>Parking Lot Lighting</li>
                    <li>Pathway Lighting</li>
                    <li>Stairway Lighting</li>
                    <li>Wall Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645128299792654.pdf/LED%20Mini%20Disc%20%2F%20Mini%20Disc%20Scoop%20Light%20Brochure,https://www.nslusa.com/upload/636578093825939368.IES/LEDMD-S-WH-YY.ies,https://www.nslusa.com/upload/636578093508608995.IES/LEDMD-WH-YY.ies,https://www.nslusa.com/upload/636578095554660143.pdf/LEDMD-XX-YY,https://www.nslusa.com/upload/636578095973462276.pdf/LEDMDS-XX-YY,https://www.nslusa.com/upload/636692696706086562.pdf/LEDMD-CF,https://www.nslusa.com/upload/636692695473222621.pdf/LEDMD-instructions,https://www.nslusa.com/upload/636692694190601935.pdf/LEDMDS-instructions,,,,,,,,https://www.nslusa.com/upload/636578092793980359.jpg,https://www.nslusa.com/upload/636578092889155864.jpg,https://www.nslusa.com/upload/636578092994224541.jpg,https://www.nslusa.com/upload/636578093080624376.jpg
Xenon Mini Light,"<p>Xenon Mini Lights use safe 12V, 18W xenon lamps that burn much cooler than halogen. Xenon lamp technology provides excellent light quality (CRI = 100) with a warm colour temperature of 2750 Kelvin and long lamp life of 10,000 hours.</p>",https://www.nslusa.com/upload/636644987728916279.png,"#/upload/636578897670227954.jpg,#/upload/636578897809655821.jpg,#/upload/636578897926475828.jpg","/upload/636578898258619484.IES/XENON%20MINI%20LIGHT.ies,/upload/636578898581890551.pdf/Xenon%20Mini%20Light,/upload/636578901734251783.pdf/3%20Fixture%20Kit%20Install%20Instructions,/upload/636578901621622149.pdf/Single%20Fixture%20Install%20Instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Cabinet Lighting</li>
                    <li>Museum Lighting</li>
                    <li>Showcase Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645123650231940.pdf/Xenon%20Mini%20Light%20Brochure,https://www.nslusa.com/upload/636578898258619484.IES/XENON%20MINI%20LIGHT.ies,https://www.nslusa.com/upload/636578898581890551.pdf/Xenon%20Mini%20Light,https://www.nslusa.com/upload/636578901734251783.pdf/3%20Fixture%20Kit%20Install%20Instructions,https://www.nslusa.com/upload/636578901621622149.pdf/Single%20Fixture%20Install%20Instructions,,,,,,,,,,,https://www.nslusa.com/upload/636578897670227954.jpg,https://www.nslusa.com/upload/636578897809655821.jpg,https://www.nslusa.com/upload/636578897926475828.jpg,
LED Disc Light,"<p>LED Disc Light a robust LED marker light ideal for public or residential applications, indoor or outdoor. LED Disc Light is suitable for in-ground, ceiling or wall mount applications. The 3 watt LED package delivers a surprising amount of light making it ideal as an up light for shrubs and small trees. Certified for wet burial applications, LED Disc Light makes an excellent paver light for public areas, decks, driveways and patios. Our Concrete form makes concrete pour applications simple and fast. NEW SQUARE COVERS COMING SOON!<br><br>Specifications:<br>Power Consumption       3 Watts<br>Lumen Output                 98 Lumens Cool White<br>                                        95 Lumens Warm White LED<br>Lumen Maintenance       50,000 Hours<br>CRI                                  &gt;80</p>",https://www.nslusa.com/upload/636692703708299949.jpg,"#/upload/636578082331950143.jpeg,#/upload/636578082420420736.jpg,#/upload/636578082509302018.jpg","/upload/636578083898199223.IES/LEDD-C-WH.ies,/upload/636578084310294741.IES/LEDD-C-WW.ies,/upload/636578083037253395.IES/LEDD-F-WH.ies,/upload/636578083785411674.IES/LEDD-F-WW.ies,/upload/636578085834220735.pdf/LEDD-CF,/upload/636578085517677632.pdf/LEDD-Y-XX,/upload/636697014308812110.pdf/LEDD-CF-Instructions,/upload/636697012894651887.pdf/LEDD-Instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Aisle Lighting</li>
                    <li>Deck &amp; Patio Lighting</li>
                    <li>Landscape Lighting</li>
                    <li>Parking Lot Lighting</li>
                    <li>Security Lighting</li>
                    <li>Stairway Lighting</li>
                    <li>Wall Lighting</li>
                    <li>Wall Washing</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645126210336650.pdf/LED%20Disc%20Light%20Brochure,https://www.nslusa.com/upload/636578083898199223.IES/LEDD-C-WH.ies,https://www.nslusa.com/upload/636578084310294741.IES/LEDD-C-WW.ies,https://www.nslusa.com/upload/636578083037253395.IES/LEDD-F-WH.ies,https://www.nslusa.com/upload/636578083785411674.IES/LEDD-F-WW.ies,https://www.nslusa.com/upload/636578085834220735.pdf/LEDD-CF,https://www.nslusa.com/upload/636578085517677632.pdf/LEDD-Y-XX,https://www.nslusa.com/upload/636697014308812110.pdf/LEDD-CF-Instructions,https://www.nslusa.com/upload/636697012894651887.pdf/LEDD-Instructions,,,,,,,https://www.nslusa.com/upload/636578082331950143.jpeg,https://www.nslusa.com/upload/636578082420420736.jpg,https://www.nslusa.com/upload/636578082509302018.jpg,
Low Voltage Mini Flood Light,"<p>Low Voltage Mini Flood Lights provide exceptional illumination in a variety of beam spreads and colors and are IP65 rated for outdoor applications.<br><br>Low Voltage LED Mini Floods provide an extra degree of safety working on Class 2, 24 Volt DC power supplies and are suitable for wet location applications. They come in warm white, cool white and blue in 10° or 30° beam spread as well as RGB color changing in a 40° flood making them a powerful tool for flood lighting or spot lighting buildings, trees or wall grazing.<br><br>Specifications:<br>                                           Warm White          White<br>Power Consumption          28 Watts                28 Watts<br>Lumen Output                    1,000 Lumens       1,000 Lumens<br>Lumen Maintenance          40,000 Hours        40,000 Hours<br>CRI                                    &gt;80                        &gt;70</p>",https://www.nslusa.com/upload/636645050747261121.png,"#/upload/636577182277686353.jpg,#/upload/636577182404608364.jpg,#/upload/636577182536251311.jpg,#/upload/636577182633366003.jpg","/upload/636577185920724339.ies/MDSL-40-RGB.ies,/upload/636577186116028206.ies/MDSL-40-RGB.ies,/upload/636577185414482829.ies/MDSL-40-RGB.ies,/upload/636643383320432635.pdf/MDSL_XX_YY,/upload/636643384662234603.pdf/MLSL-10-WW","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Fountain &amp; Pool Lighting</li>
                    <li>Flood Lighting</li>
                    <li>Landscape Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645141256034030.pdf/Low%20Voltage%20Mini%20Flood%20Light%20Brochure,https://www.nslusa.com/upload/636577185920724339.ies/MDSL-40-RGB.ies,https://www.nslusa.com/upload/636577186116028206.ies/MDSL-40-RGB.ies,https://www.nslusa.com/upload/636577185414482829.ies/MDSL-40-RGB.ies,https://www.nslusa.com/upload/636643383320432635.pdf/MDSL_XX_YY,https://www.nslusa.com/upload/636643384662234603.pdf/MLSL-10-WW,,,,,,,,,,https://www.nslusa.com/upload/636577182277686353.jpg,https://www.nslusa.com/upload/636577182404608364.jpg,https://www.nslusa.com/upload/636577182536251311.jpg,https://www.nslusa.com/upload/636577182633366003.jpg
Vanity Lights & Wall Sconces,"<p>Beautifully designed, elegant and a great addition to any decor, Vanity Lights and Wall Scones will compliment any designer look. Available in 15W - Wall Sconces and 20W - Vanity, these fixtures can replace any existing indoor accent lighting, creating tremendous energy savings, at an extremely affordable price.</p>",https://www.nslusa.com/upload/636577196622176769.jpg,"#/upload/636577197049509419.jpg,#/upload/636577197174959677.png,#/upload/636577197295430690.png,#/upload/636645006685409683.png,#/upload/636645006803031623.png","/upload/636643313900838258.pdf/Vanity%20Light,/upload/636650199040623242.pdf/Vanity%20-%20Install%20Instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Decorative Lighting</li>
                    <li>Wall Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645131945432459.pdf/Vanity%20Lights%20%26%20Wall%20Sconces%20Brochure,https://www.nslusa.com/upload/636643313900838258.pdf/Vanity%20Light,https://www.nslusa.com/upload/636650199040623242.pdf/Vanity%20-%20Install%20Instructions,,,,,,,,,,,,,https://www.nslusa.com/upload/636577197049509419.jpg,https://www.nslusa.com/upload/636577197174959677.png,https://www.nslusa.com/upload/636577197295430690.png,https://www.nslusa.com/upload/636645006685409683.png
Thin-Line Series - Recessed Down Lights,"<p>Thin-Line LED Series Down Lights are a breakthrough in LED downlight technology. Clever placement of LEDs around our diffusing glass lens provide brilliant and efficient LED lighting from a fixture that is only 1/2"" (13mm) thick. Thin-line LED Down Lights are designed for retrofit and new construction installations and are very simple to install. They are ideal for shallow ceiling plenums since no IC can or box is required above the fixture and are wet location listed. Thin-Line downlights are available in 3” to 12” sizes, 4” and 6” squares, High Power models from 4” to 8” (providing over 100lm/w) and our new Surface Round and Surface Square models from 6” to 12” which mount to standard ceiling junction box and are Ideal for general LED Lighting in residential and commercial applications.</p>",https://www.nslusa.com/upload/636645849216001263.png,"#/upload/636576345075601408.jpg,#/upload/636576345175292310.jpg,#/upload/636576345292956105.jpg,#/upload/636576345385958204.jpg","/upload/636576346849624956.ies/LVLDL-04-WW.ies,/upload/636576348245737733.ies/LVLDL-06-WW.ies,/upload/636576348927294994.IES/LVLDL-08.ies,/upload/636576349735598311.IES/LVLDL-10-WW.ies,/upload/636576350251374248.IES/LVLDL-12-NW.ies,/upload/636576349948503271.IES/LVLDL-12-WW.ies,/upload/636576347979183217.IES/LVLDL-HP-04-NW.ies,/upload/636576347738908540.IES/LVLDL-HP-04-WW.ies,/upload/636576348668820006.IES/LVLDL-HP-06-NW.ies,/upload/636576348464445576.IES/LVLDL-HP-06-WW.ies,/upload/636576349461811012.IES/LVLDL-HP-08-NW.ies,/upload/636576349130242030.IES/LVLDL-HP-08-WW.ies,/upload/636576362497503060.pdf/DLT-277,/upload/636755591727873716.pdf/LVLDL-03,/upload/636687292380564555.pdf/LVLDL-03,/upload/636755591728073807.pdf/LVLDL-04,/upload/636687292865839925.pdf/LVLDL-04,/upload/636687319794509234.pdf/LVLDL-04-CCT,/upload/636576361846703235.pdf/LVLDL-04-HP,/upload/636687321849838073.pdf/LVLDL-04S-CCT,/upload/636755591727960150.pdf/LVLDL-06,/upload/636687293138196364.pdf/LVLDL-06,/upload/636687320948025582.pdf/LVLDL-06-CCT,/upload/636576362101578074.pdf/LVLDL-06-HP,/upload/636687322130362465.pdf/LVLDL-06S-CCT,/upload/636755774409478201.pdf/LVLDL-08,/upload/636699400362996148.pdf/LVLDL-08,/upload/636699399567620665.pdf/LVLDL-08-CCT,/upload/636576362339500806.pdf/LVLDL-08-HP,/upload/636755774409597674.pdf/LVLDL-10,/upload/636699400799996642.pdf/LVLDL-10,/upload/636699399769363110.pdf/LVLDL-10-CCT,/upload/636576359329252847.pdf/LVLDL-12,/upload/636576351793176666.pdf/Install%20Instructions,/upload/636644195112312828.pdf/Install%20Instructions%20Round%20Surface%20Mount,/upload/636644196404847043.pdf/Install%20Instructions%20Square,/upload/636644197738515291.pdf/LED%20Thin%20Line%20Install%20Instructions","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Down Lighting Retrofit</li>
                    <li>Down Lighting</li>
                    <li>Commercial Lighting</li>
                    <li>Retail Stores</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645135552511824.pdf/Thin-Line%20Series%20-%20Recessed%20Down%20Lights%20Brochure,https://www.nslusa.com/upload/636576346849624956.ies/LVLDL-04-WW.ies,https://www.nslusa.com/upload/636576348245737733.ies/LVLDL-06-WW.ies,https://www.nslusa.com/upload/636576348927294994.IES/LVLDL-08.ies,https://www.nslusa.com/upload/636576349735598311.IES/LVLDL-10-WW.ies,https://www.nslusa.com/upload/636576350251374248.IES/LVLDL-12-NW.ies,https://www.nslusa.com/upload/636576349948503271.IES/LVLDL-12-WW.ies,https://www.nslusa.com/upload/636576347979183217.IES/LVLDL-HP-04-NW.ies,https://www.nslusa.com/upload/636576347738908540.IES/LVLDL-HP-04-WW.ies,https://www.nslusa.com/upload/636576348668820006.IES/LVLDL-HP-06-NW.ies,https://www.nslusa.com/upload/636576348464445576.IES/LVLDL-HP-06-WW.ies,https://www.nslusa.com/upload/636576349461811012.IES/LVLDL-HP-08-NW.ies,https://www.nslusa.com/upload/636576349130242030.IES/LVLDL-HP-08-WW.ies,https://www.nslusa.com/upload/636576362497503060.pdf/DLT-277,https://www.nslusa.com/upload/636755591727873716.pdf/LVLDL-03,https://www.nslusa.com/upload/636576345075601408.jpg,https://www.nslusa.com/upload/636576345175292310.jpg,https://www.nslusa.com/upload/636576345292956105.jpg,https://www.nslusa.com/upload/636576345385958204.jpg
LED Gimbal Down Lights *NEW*,"<p>Our new and improved directional LED Gimbal Down Lights, GDL are the perfect solution for a multitude of residential and commercial applications. The adjustable LED gimbal fixtures are 80% more efficient than incandescent luminaries and they are available in multiple trim finish options to match any style of décor.</p>",https://www.nslusa.com/upload/636652091666589678.png,"#/upload/636679560366877481.jpg,#/upload/636679562663755588.jpg,#/upload/636679562994703861.jpg,#/upload/636679563307518303.jpg","/upload/636700458173780830.IES/GDL-3-9W.ies,/upload/636700458460419823.IES/GDL-4-12W.ies,/upload/636652095038765570.pdf/GDL-3,/upload/636668516129213060.pdf/GDL-3,/upload/636652095297332443.pdf/GDL-4,/upload/636668516390391707.pdf/GDL-4,/upload/636700460718591900.pdf/GDL-3%2FGDL-4","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Down Lighting Retrofit</li>
                    <li>Down Lighting</li>
                    <li>Commercial Lighting</li>
                    <li>General Area Lighting</li>
                    <li>Retail Stores</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636652097597774164.pdf/LED%20Gimbal%20Down%20Lights%20%2ANEW%2A%20Brochure,https://www.nslusa.com/upload/636700458173780830.IES/GDL-3-9W.ies,https://www.nslusa.com/upload/636700458460419823.IES/GDL-4-12W.ies,https://www.nslusa.com/upload/636652095038765570.pdf/GDL-3,https://www.nslusa.com/upload/636668516129213060.pdf/GDL-3,https://www.nslusa.com/upload/636652095297332443.pdf/GDL-4,https://www.nslusa.com/upload/636668516390391707.pdf/GDL-4,https://www.nslusa.com/upload/636700460718591900.pdf/GDL-3%2FGDL-4,,,,,,,,https://www.nslusa.com/upload/636679560366877481.jpg,https://www.nslusa.com/upload/636679562663755588.jpg,https://www.nslusa.com/upload/636679562994703861.jpg,https://www.nslusa.com/upload/636679563307518303.jpg
Ceiling Lights,"<p>Ceiling Lights will compliment any designer look, at home or in your place of business. Typically, these fixtures will replace any existing traditional indoor ceiling fixtures, providing designer quality lighting solutions, while creating tremendous every savings at only 25W and 1875 lumens.</p>",https://www.nslusa.com/upload/636577198486797740.jpg,"#/upload/636577199183254537.png,#/upload/636645005981175096.png","/upload/636652090464747381.pdf/Ceiling%20Light,/upload/636644172731966514.pdf/Install%20Instructions%20","<div class=""tab-pane fade"" id=""product-applications"" role=""tabpanel"" aria-labelledby=""product-applications-tab"">
            <span>This product is suitable for the following applications:</span>
            <ul>
                    <li>Decorative Lighting</li>
            </ul>
    </div>",https://www.nslusa.com/upload/636645131593822685.pdf/Ceiling%20Lights%20Brochure,https://www.nslusa.com/upload/636652090464747381.pdf/Ceiling%20Light,https://www.nslusa.com/upload/636644172731966514.pdf/Install%20Instructions%20,,,,,,,,,,,,,https://www.nslusa.com/upload/636577199183254537.png,https://www.nslusa.com/upload/636645005981175096.png,,
